core_model,site_model,MS_GC,site_charge,temperature,input_mole_fractions,x,phi,rho,Vo_mole_fraction,Gd_mole_fraction
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],2.968202126e-09,0.002440257070440232,900614957.5489279,0.04822102781081152,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],3.1244240890000003e-09,0.0024489810999437844,900647797.3995162,0.04822278613309473,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],3.202535211e-09,-0.014783128719783803,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],3.280646333000001e-09,0.0024576302513738143,900682561.7939132,0.04822464770574278,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],3.4368682969999998e-09,0.0024648967284620488,900624227.7677794,0.04822152436575719,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],3.5149794190000004e-09,-0.014767503440040271,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],3.5930905409999997e-09,0.0024729651823395555,900673945.041349,0.04822418613889458,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],3.749312504e-09,0.002479974626049997,900622226.766046,0.048221417021669946,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],3.827423626e-09,-0.014752516001921913,-2801518088.0628147,0.0,0.2
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],3.9055347480000015e-09,0.002487862162624494,900676592.7548357,0.04822432810945109,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],4.061756712e-09,0.002494589729557173,900632129.0195738,0.04822194741722966,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],4.139867834e-09,-0.014738230219489815,-2801518088.0628147,0.0,0.2
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],4.217978956e-09,0.002501818623967675,900703455.9750336,0.04822576622319374,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],4.374200919e-09,0.0025068710706904504,900830810.1422024,0.048232585062682506,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],4.452312041e-09,-0.014730510181382855,-2801518088.0628147,0.0,0.2
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],4.530423163e-09,0.0025049773590513835,901008284.715176,0.048242087671601985,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],4.686645127e-09,0.002489491975705377,901664693.439656,0.04827723332760958,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],4.764756249e-09,-0.014773813518528885,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],4.8428673710000005e-09,0.002435749779728257,903308447.3992561,0.0483652435468396,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],4.999089334e-09,0.0022817988799773976,907549402.2964293,0.04859231417488863,0.0
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],5.077200456e-09,-0.015161579608764929,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,773,[0.05 0.2 ],5.155311578e-09,0.0018679106949978398,918601945.386942,0.049184093350118085,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-5.938768655e-09,0.0008035081173232441,888296458.8420064,0.04756146642273056,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-5.860657532e-09,-0.016664993063946754,-2801518070.129926,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-5.78254641e-09,0.00037187706909581626,897828235.5947633,0.04807182021024214,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-5.626324447e-09,0.00018872884557728082,901656573.6787614,0.04827679837063164,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-5.548213325e-09,-0.017103369853308546,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-5.470102203e-09,0.00010990254007908824,903342311.5381392,0.048367056918312834,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-5.313880239e-09,7.185200659807836e-05,903983598.236884,0.048401392905748575,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-5.235769117000001e-09,-0.01719153500207227,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-5.157657995000001e-09,5.044908153628862e-05,904244417.4096622,0.04841535756673632,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-5.001436032e-09,3.591939336104692e-05,904348043.2813152,0.048420905937876506,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-4.9233249100000005e-09,-0.017222531928471743,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-4.845213788000001e-09,2.4387841985251393e-05,904383079.338441,0.04842278205682693,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-4.688991824e-09,1.4542315835220945e-05,904379545.1179404,0.048422592826407936,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-4.610880702e-09,-0.01724215974801726,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-4.532769580000001e-09,6.509280394635033e-06,904448944.4544916,0.04842630842229796,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-4.376547617e-09,-2.3163709795389296e-06,904422074.9030683,0.048424869763772915,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-4.298436495e-09,-0.017259308842043256,-2801518070.129926,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-4.220325372e-09,-1.0930001769407963e-05,904390351.3542775,0.04842317141753704,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-4.0641034090000004e-09,-1.814408344201563e-05,904441013.2059988,0.048425883764733765,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-3.985992287e-09,-0.01727468569897649,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-3.907881165e-09,-2.585622223768841e-05,904388667.1909237,0.04842308103685592,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-3.751659202e-09,-3.2106727447544565e-05,904417274.3980162,0.04842461294017159,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-3.673548079e-09,-0.017287722907574802,-2801518070.129926,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-3.5954369570000002e-09,-3.7967776267973076e-05,904436979.2148104,0.0484256677754258,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-3.4392149940000004e-09,-4.417725677592313e-05,904464653.041808,0.0484271494967431,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-3.3611038720000015e-09,-0.017300656648423972,-2801518088.062808,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-3.28299275e-09,-5.17649470381617e-05,904409458.371102,0.048424194245191184,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-3.126770787e-09,-5.865208350961499e-05,904452632.7226416,0.04842650610744359,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-3.048659664e-09,-0.017315234376431073,-2801518070.1299186,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-2.970548542000001e-09,-6.644535867727189e-05,904402146.2935783,0.04842380273948639,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-2.814326579e-09,-7.325770298406037e-05,904443612.8836927,0.04842602295754772,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-2.7362154570000003e-09,-0.017329650779076052,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-2.658104335e-09,-8.067276442043395e-05,904384465.9611917,0.04842285629984707,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-2.5018823710000002e-09,-8.65424797490632e-05,904404364.526626,0.04842392171550918,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-2.423771249e-09,-0.017341801939732397,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-2.3456601270000003e-09,-9.169030897187328e-05,904293358.9340472,0.04841797801023285,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-2.189438164e-09,-9.196774637879676e-05,904070962.0808762,0.048406070363405725,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-2.1113270420000007e-09,-0.017338086488289804,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-2.0332159199999997e-09,-7.883413945115766e-05,903427713.9568387,0.0483716295632487,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-1.876993956e-09,-2.762599589494041e-05,901915650.5647936,0.04829067015814503,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-1.7988828340000003e-09,-0.017206928645354228,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-1.7207717120000005e-09,0.0001191397974652804,898458683.0987262,0.048105575841732584,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-1.5645497490000001e-09,0.0004914579023585868,889580538.4235283,0.047630219244884316,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-1.4864386270000006e-09,-0.01629655177705373,-2801518070.1299186,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-1.4083275039999996e-09,0.001420809860110233,870754832.1449177,0.046622246374834406,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-1.2521055449999998e-09,0.003609455113737549,832859605.3762287,0.044593247091655235,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-1.173994424e-09,-0.011208729630603893,-2801519038.506917,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-1.0958833540000004e-09,0.008478443514373029,752145930.2639142,0.040271657862263735,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-9.396612898e-10,0.019075529157351,620666230.4606718,0.033231906858594035,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-8.615503564999999e-10,0.012479957013285414,-2801475166.3210816,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-7.834366522999999e-10,0.04039065847719713,398627603.2955667,0.02134293445132749,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-6.272229614e-10,0.08076766970566562,204343146.7963897,0.01094097620772346,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-5.491042746000001e-10,0.09683499021268577,-2804136126.712259,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-4.711465718999996e-10,0.14730705338534858,91218699.71831992,0.004890254610440346,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-3.1447408229999997e-10,0.2445845706884913,1235188700.0059142,0.06603253458688425,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-2.371761489e-10,0.26947547513958,-2843177561.091296,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-1.6054087450000004e-10,0.3280103496465865,5272659778.013047,0.28364576400766484,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],-1.7347358e-12,0.2465279272407765,128164.50141449911,6.955469316632428e-06,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],7.697628420000002e-11,0.20571997782137527,-2758167157.560128,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],1.569428995e-10,0.19958168707319549,1031216278.8235255,0.05538276098446397,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],3.1202676569999996e-10,0.14868455341004586,1249973409.8265676,0.06671625560982193,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],3.905398624e-10,0.09918495022307464,-2794580520.824509,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],4.686368326000001e-10,0.08444613955771688,212427664.16353416,0.011374013436837192,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],6.248758373000003e-10,0.04632676025000666,473344088.07138866,0.02534518593279777,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],7.029813659000001e-10,0.018131281330362646,-2801612099.0728393,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],7.810928391000003e-10,0.02443919187636924,611657970.5934616,0.032749611344616875,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],9.373145607000001e-10,0.013575686249624358,771922953.7738839,0.041330532186749605,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],1.015425781e-09,-0.00661311834659488,-2801516486.655644,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],1.093536894e-09,0.007703471751028026,823935694.2572645,0.04411543742710198,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],1.249758847e-09,0.004852241641382414,868629084.0215455,0.04650842687331705,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],1.327869966e-09,-0.013154678064067423,-2801518141.861525,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],1.4059810880000004e-09,0.0033437726356576754,880339724.6918504,0.04713544449990061,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],1.562203051e-09,0.0027393082026047626,894371080.2389926,0.04788671603985322,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],1.6403141730000005e-09,-0.01462635554875502,-2801518070.129923,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],1.718425296e-09,0.0025133520090815987,900639097.8610641,0.04822232054527743,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],1.874647259e-09,0.0024303907945510514,902874189.1800195,0.048341992347765685,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],1.9527583809999997e-09,-0.014834456247697376,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],2.030869503e-09,0.0024060678007883285,903887189.8579928,0.04839623097600213,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],2.187091467000001e-09,0.002402083220653722,904207032.0463368,0.048413356073687616,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],2.265202589e-09,-0.0148484850022563,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],2.3433137109999998e-09,0.002406317865576289,904338926.9631436,0.04842041782891442,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],2.499535674e-09,0.0024138174733425205,904396132.8246844,0.048423480764320036,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],2.577646796e-09,-0.014834543381624932,-2801518088.0628147,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],2.6557579180000003e-09,0.002422466855679852,904427030.8444687,0.048425135323098716,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],2.8119798820000002e-09,0.002431135232557604,904457499.1132693,0.04842676666536218,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],2.890091004e-09,-0.014817769367377212,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],2.968202126e-09,0.0024386971234342755,904398886.3673916,0.04842362819542633,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],3.1244240890000003e-09,0.002447352091721948,904429660.5281217,0.04842527591585104,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],3.202535211e-09,-0.014801037894086298,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],3.280646333000001e-09,0.002455943210854749,904461892.7557168,0.0484270019112393,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],3.4368682969999998e-09,0.002463257142647821,904408949.1049813,0.0484241671845406,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],3.5149794190000004e-09,-0.014785420165620806,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],3.5930905409999997e-09,0.002471273616861543,904454336.618686,0.048426597131359835,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],3.749312504e-09,0.0024782924643527273,904408144.8130592,0.04842412391422626,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],3.827423626e-09,-0.01477051863319877,-2801518088.0628147,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],3.9055347480000015e-09,0.002486041361518277,904459646.9709908,0.04842688166668045,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],4.061756712e-09,0.002492589382696839,904424227.4079348,0.0484249852205596,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],4.139867834e-09,-0.01475676139227772,-2801518088.0628147,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],4.217978956e-09,0.0024992589250361586,904500435.5737203,0.04842906537705595,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],4.374200919e-09,0.002503193047889018,904639244.7565414,0.04843649754483082,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],4.452312041e-09,-0.014751490794701694,-2801518088.0628147,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],4.530423163e-09,0.002499196455006492,904845152.6722852,0.048447522542192235,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],4.686645127e-09,0.002479551607235621,905523971.3852457,0.04848386808131674,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],4.764756249e-09,-0.01480354453600944,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],4.8428673710000005e-09,0.002418730413020241,907147622.1866633,0.04857080192963392,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],4.999089334e-09,0.002255516177607299,911130381.1576225,0.04878404814489228,0.0
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],5.077200456e-09,-0.015204952257506059,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,873,[0.05 0.2 ],5.155311578e-09,0.001839950399647221,920986076.633574,0.04931174530468028,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-5.938768655e-09,0.0008232442434098889,892478032.5229137,0.04778535764084699,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-5.860657532e-09,-0.01665789239120807,-2801518070.129926,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-5.78254641e-09,0.00039217313219703647,901052466.0372043,0.04824445303687933,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-5.626324447e-09,0.00020173295304266203,904648055.9258213,0.048436969315408786,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-5.548213325e-09,-0.01710644515852007,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-5.470102203e-09,0.0001165786655680198,906295316.6703386,0.048525167709188965,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-5.313880239e-09,7.460162236213619e-05,906953276.4097576,0.04856039641015865,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-5.235769117000001e-09,-0.017202786321135272,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-5.157657995000001e-09,5.102767101590874e-05,907232714.9735386,0.04857535799613938,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-5.001436032e-09,3.537622310869216e-05,907349080.3211881,0.048581588468571774,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-4.9233249100000005e-09,-0.017236265015126498,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-4.845213788000001e-09,2.329568228243371e-05,907391919.1005688,0.04858388236417902,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-4.688991824e-09,1.318406140979398e-05,907394217.6601355,0.04858400543442598,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-4.610880702e-09,-0.01725653387402389,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-4.532769580000001e-09,4.950126185919171e-06,907460818.9382832,0.04858757121504666,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-4.376547617e-09,-3.906140990526913e-06,907437265.1723164,0.0485863100914175,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-4.298436495e-09,-0.017273807128630903,-2801518070.129926,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-4.220325372e-09,-1.2505961201809672e-05,907408427.1151248,0.04858476624182918,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-4.0641034090000004e-09,-1.977120596396398e-05,907455080.0643721,0.04858726394233687,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-3.985992287e-09,-0.01728921083472083,-2801518088.0628304,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-3.907881165e-09,-2.7448527828789925e-05,907407248.268952,0.04858470291632031,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-3.751659202e-09,-3.3746680822376894e-05,907433977.4606208,0.0485861342669942,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-3.673548079e-09,-0.017302306750890114,-2801518070.129926,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-3.5954369570000002e-09,-3.966466580252132e-05,907452885.9898998,0.04858714646646618,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-3.4392149940000004e-09,-4.5907127345487846e-05,907478473.3971641,0.04858851647599905,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-3.3611038720000015e-09,-0.017315266313243774,-2801518088.062808,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-3.28299275e-09,-5.3423562765149483e-05,907427327.2433666,0.04858577799149594,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-3.126770787e-09,-6.028962123144834e-05,907465752.441467,0.04858783557367214,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-3.048659664e-09,-0.017329716946554576,-2801518070.1299186,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-2.970548542000001e-09,-6.794211742263751e-05,907417412.7472496,0.04858524714622287,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-2.814326579e-09,-7.459017490587069e-05,907451351.9368801,0.04858706432968541,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-2.7362154570000003e-09,-0.017343671659431566,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-2.658104335e-09,-8.155120973771414e-05,907388766.2242287,0.0485837135518168,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-2.5018823710000002e-09,-8.655189318073271e-05,907388780.2980072,0.048583714305359765,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-2.423771249e-09,-0.017353696707775604,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-2.3456601270000003e-09,-8.963958816454571e-05,907246453.3430141,0.048576093580520834,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-2.189438164e-09,-8.541539359732815e-05,906953630.5211906,0.04856041516288369,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-2.1113270420000007e-09,-0.01733960682319888,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-2.0332159199999997e-09,-6.259631858938848e-05,906175509.910084,0.04851875297546242,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-1.876993956e-09,8.58403300284081e-06,904404739.7338053,0.04842394180497772,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-1.7988828340000003e-09,-0.017163722601032695,-2801518088.062823,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-1.7207717120000005e-09,0.00019517270058222694,900479880.7052118,0.04821379548118733,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-1.5645497490000001e-09,0.0006443352436760285,890936847.6366435,0.047702839207208365,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-1.4864386270000006e-09,-0.01608735858737921,-2801518070.1299186,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-1.4083275039999996e-09,0.0017121497428072244,871256409.8496518,0.04664910201601258,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-1.2521055449999998e-09,0.004133420673061747,832737627.0775367,0.04458671608885684,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-1.173994424e-09,-0.010521721085273873,-2801519038.506917,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-1.0958833540000004e-09,0.009354325755912706,753874902.5381334,0.04036423109450374,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-9.396612898e-10,0.02035351691468673,628695966.9000031,0.033661837536879624,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-8.615503564999999e-10,0.013849732229221921,-2801475166.3210816,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-7.834366522999999e-10,0.041878056535377295,420686547.7150855,0.02252399316607532,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-6.272229614e-10,0.08174176002664504,233987541.88322863,0.01252820155108491,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-5.491042746000001e-10,0.09704263366035504,-2804136126.712259,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-4.711465718999996e-10,0.14677558336322025,117707861.60035165,0.0063103444211953475,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-3.1447408229999997e-10,0.2416714368685163,1281132214.1846528,0.06848865055445749,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-2.371761489e-10,0.26457001293097204,-2843177561.091296,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-1.6054087450000004e-10,0.3211545779017486,5108551857.62573,0.2748174840848682,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],-1.7347358e-12,0.2420237356390268,357336.87211758626,1.9392621375532466e-05,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],7.697628420000002e-11,0.2024200193129433,-2758167157.560128,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],1.569428995e-10,0.1975320679042604,1068659775.9544712,0.057393710864339274,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],3.120267657e-10,0.1477446883118486,1239458581.929211,0.06615503571491978,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],3.905398624e-10,0.0990477371745911,-2794580520.824509,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],4.686368326000001e-10,0.08513322030502726,243905356.4036774,0.013059423366423354,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],6.248758373000003e-10,0.04757626710905599,493427574.84953177,0.026420555245309712,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],7.029813659000001e-10,0.019326161060076768,-2801612099.0728393,0.0,0.2
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],7.810928391000003e-10,0.025605270336135327,622109912.0180309,0.0333092329565436,0.0
False,site_explicit,mott-schottky,False,973,[0.05 0.2 ],9.373145607000001e-10,0.014376708044677285,772957693.6989098,0.041385934544675484,0.0
